Distance to edge[mm];ERF values;PSF values;
0,259935;0,963744;0,139743;
0,260267;0,964101;0,141737;
0,260599;0,965381;0,142887;
0,26093;0,965366;0,143772;
0,261262;0,965132;0,144109;
0,261594;0,965433;0,144781;
0,261926;0,965377;0,144892;
0,262257;0,965361;0,144329;
0,262589;0,965392;0,143412;
0,262921;0,965507;0,141835;
0,263253;0,96532;0,139825;
0,263584;0,963724;0,13772;
0,263916;0,963357;0,135494;
0,264248;0,963704;0,132486;
0,26458;0,962902;0,129707;
0,264911;0,963968;0,12718;
0,265243;0,963687;0,124298;
0,265575;0,96477;0,121526;
0,265907;0,96427;0,119026;
0,266238;0,964719;0,117548;
0,26657;0,965221;0,115738;
0,266902;0,96635;0,113447;
0,267234;0,966358;0,111684;
0,267566;0,967624;0,109767;
0,267897;0,966091;0,107408;
0,268229;0,965648;0,10632;
0,268561;0,965144;0,106558;
0,268893;0,964432;0,108222;
0,269224;0,964583;0,110969;
0,269556;0,964966;0,11441;
0,269888;0,964676;0,117148;
0,27022;0,963926;0,119347;
0,270551;0,963263;0,121363;
0,270883;0,963292;0,123759;
0,271215;0,962983;0,126135;
0,271547;0,962776;0,128278;
0,271878;0,962611;0,129797;
0,27221;0,962459;0,130678;
0,272542;0,962334;0,130978;
